Ürün Adı,Fiyat,Ekran Boyutu,Bellek (RAM),İşlemci Modeli,Teknik Puan,Link
Lenovo ThinkPad E15 G2 20T80021TX17,9005.05,15.6 İnç,24 GB,AMD Ryzen 5 4500U,43.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g2-20t80021tx17.html
Lenovo ThinkPad E15 G2 20TD004ATX10,12016.55,15.6 İnç,32 GB,Intel Core i5-1135G7,43.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g2-20td004atx10.html
Lenovo Thinkpad E14 (2) 20TA004YTX11,11353.08,14.0 İnç,32 GB,Intel Core i5-1135G7,43.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-2-20ta004ytx11.html
Lenovo ThinkPad E15 G2 20T8S000AK10,9045.72,15.6 İnç,16 GB,AMD Ryzen 7 4700U,43.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g2-20t8s000ak10.html
HP 250 G8 (34N99ES08),10034.04,15.6 İnç,32 GB,Intel Core i7-1165G7,43.0,https://www.epey.com/laptop/hp-250-g8-34n99es08.html
Dell Inspiron 14 7400 740014TGL120,12888.9,14.5 İnç,8 GB,Intel Core i5-1135G7,43.0,https://www.epey.com/laptop/dell-inspiron-14-7400-740014tgl120.html
Dell Vostro 15 5501 N6005NVN5501EMEA_U,9466.99,15.6 İnç,8 GB,Intel Core i5-1035G1,43.0,https://www.epey.com/laptop/dell-vostro-15-5501-n6005nvn5501emea-u.html
Dell Vostro 3400 B65G7F85N03,10107.44,14.0 İnç,8 GB,Intel Core i7-1165G7,43.0,https://www.epey.com/laptop/dell-vostro-3400-b65g7f85n03.html
Dell Latitude 3520 N027L352015EMEA_U04,10644.77,15.6 İnç,16 GB,Intel Core i7-1165G7,43.0,https://www.epey.com/laptop/dell-latitude-3520-n027l352015emea-u04.html
Lenovo ThinkPad E15 20RES274TR07,9842.04,15.6 İnç,16 GB,Intel Core i5-10210U,43.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-20res274tr07.html
Asus VivoBook 15 X571GT-BQ103A5,9083.64,15.6 İnç,12 GB,Intel Core i5-9300H,43.0,https://www.epey.com/laptop/asus-vivobook-15-x571gt-bq103a5.html
Casper Nirvana X500.1021-DQ00R-G-F,11456.0,15.6 İnç,32 GB,Intel Core i5-10210U,43.0,https://www.epey.com/laptop/casper-nirvana-x500-1021-dq00r-g-f.html
Lenovo Thinkpad E14 (2) 20TA0050TX06,15389.99,14.0 İnç,16 GB,Intel Core i7-1165G7,43.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-2-20ta0050tx06.html
Lenovo ThinkBook 14 (G2) 20VD00D6TX13,7506.0,14.0 İnç,16 GB,Intel Core i5-1135G7,43.0,https://www.epey.com/laptop/lenovo-thinkbook-14-g2-20vd00d6tx13.html
Casper Nirvana S500.1021-DE50R-G,12191.6,15.6 İnç,32 GB,Intel Core i5-10210U,43.0,https://www.epey.com/laptop/casper-s500-1021-de50r-g.html
HP 15-dw3008nt (2N2Q4EA),7339.64,15.6 İnç,8 GB,Intel Core i5-1135G7,43.0,https://www.epey.com/laptop/hp-15-dw3008nt-2n2q4ea.html
Lenovo ThinkBook 14 (G2) 20VD00D6TX11,8604.0,14.0 İnç,12 GB,Intel Core i5-1135G7,43.0,https://www.epey.com/laptop/lenovo-thinkbook-14-g2-20vd00d6tx11.html
HP ProBook 440 G8 (2X7U5EA09),9650.04,14.0 İnç,64 GB,Intel Core i3-1115G4,43.0,https://www.epey.com/laptop/hp-probook-440-g8-2x7u5ea09.html
Lenovo ThinkPad E15 G2 20TD004ATX09,11295.72,15.6 İnç,32 GB,Intel Core i5-1135G7,43.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g2-20td004atx09.html
Dell Latitude 3520 N015L352019EMEA_U07,9657.03,15.6 İnç,32 GB,Intel Core i5-1135G7,43.0,https://www.epey.com/laptop/dell-latitude-3520-n015l352019emea-u07.html
Dell Latitude 5411 N004L541114EMEA_U,12555.99,14.0 İnç,8 GB,Intel Core i5-10400H,43.0,https://www.epey.com/laptop/dell-latitude-5411-n004l541114emea-u.html
Lenovo V15 82C500JXTX,10257.97,15.6 İnç,12 GB,Intel Core i7-1065G7,43.0,https://www.epey.com/laptop/lenovo-v15-82c500jxtx.html
Lenovo Thinkpad E14 (2) 20TA004YTX10,10706.99,14.0 İnç,32 GB,Intel Core i5-1135G7,43.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-2-20ta004ytx10.html
Lenovo Thinkpad E14 (2) 20T60023TX,9667.0,14.0 İnç,8 GB,AMD Ryzen 7 4700U,43.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-2-20t60023tx.html
Lenovo ThinkPad E15 G2 20T8001STX,7377.99,15.6 İnç,8 GB,AMD Ryzen 7 4700U,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g2-20t8001stx.html
Dell Latitude 3520 N027L352015EMEA_U03,10320.79,15.6 İnç,16 GB,Intel Core i7-1165G7,42.0,https://www.epey.com/laptop/dell-latitude-3520-n027l352015emea-u03.html
Dell Vostro 3400 B65G7F85N02,9890.04,14.0 İnç,8 GB,Intel Core i7-1165G7,42.0,https://www.epey.com/laptop/dell-vostro-3400-b65g7f85n02.html
Huawei MateBook 14 R7 (16GB/512SSD),,14.0 İnç,16 GB,AMD Ryzen 7 4800H,,https://track.adform.net/C/?bn=50429250
Lenovo ThinkPad E15 20RES274TR06,9506.04,15.6 İnç,16 GB,Intel Core i5-10210U,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-20res274tr06.html
Lenovo ThinkPad E15 G2 20T80021TX14,9450.36,15.6 İnç,16 GB,AMD Ryzen 5 4500U,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g2-20t80021tx14.html
Dell Vostro 3515-F6270 N3004VN3515EMEA_U09,8369.04,15.6 İnç,16 GB,AMD Ryzen 7 3700U,42.0,https://www.epey.com/laptop/dell-vostro-3515-f6270-n3004vn3515emea-u09.html
HP Pavilion 15-eh0012nt (2N2L1EA),7747.99,15.6 İnç,8 GB,AMD Ryzen 5 4500U,42.0,https://www.epey.com/laptop/hp-pavilion-15-eh0012nt-2n2l1ea.html
Lenovo ThinkBook 14 (G2) 20VD00D6TX12,7226.64,14.0 İnç,16 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/lenovo-thinkbook-14-g2-20vd00d6tx12.html
Casper Nirvana S500.1021-DD50R-G,11852.92,15.6 İnç,32 GB,Intel Core i5-10210U,42.0,https://www.epey.com/laptop/casper-s500-1021-dd50r-g.html
Lenovo ThinkPad E15 20RD0063TX15,10012.05,15.6 İnç,32 GB,Intel Core i5-10210U,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-20rd0063tx15.html
Asus ZenBook 14 UM425UA-KI156T,11800.0,14.0 İnç,8 GB,AMD Ryzen 5 5500U,42.0,https://www.epey.com/laptop/asus-zenbook-14-um425ua-ki156t.html
Asus ZenBook 14 UM425UA-AM164T,8699.0,14.0 İnç,8 GB,AMD Ryzen 5 5500U,42.0,https://www.epey.com/laptop/asus-zenbook-14-um425ua-am164t.html
Dell Vostro 5502 N5104VN5502EMEA01_2105_U08,9895.04,15.6 İnç,32 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/dell-vostro-5502-n5104vn5502emea01-2105-u08.html
Dell Latitude 3520 N015L352019EMEA_U13,10418.85,15.6 İnç,16 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/dell-latitude-3520-n015l352019emea-u13.html
Lenovo V15 G2 82KD000JTX,5934.33,15.6 İnç,8 GB,AMD Ryzen 5 5500U,42.0,https://www.epey.com/laptop/lenovo-v15-g2-82kd000jtx.html
Lenovo ThinkPad E15 G2 20T80021TX16,8479.44,15.6 İnç,24 GB,AMD Ryzen 5 4500U,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g2-20t80021tx16.html
Dell Latitude 3520 N015L352019EMEA_U06,9123.53,15.6 İnç,32 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/dell-latitude-3520-n015l352019emea-u06.html
HP 250 G8 (34N99ES07),9390.84,15.6 İnç,32 GB,Intel Core i7-1165G7,42.0,https://www.epey.com/laptop/hp-250-g8-34n99es07.html
Lenovo ThinkPad E15 G2 20T8S000AK09,8504.17,15.6 İnç,16 GB,AMD Ryzen 7 4700U,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g2-20t8s000ak09.html
Casper Nirvana S500.1021-BE50R-G-F,11124.23,15.6 İnç,16 GB,Intel Core i5-10210U,42.0,https://www.epey.com/laptop/casper-s500-1021-be50r-g-f.html
Lenovo ThinkPad E15 G2 20TD0034TE,9208.61,15.6 İnç,8 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-gen2-20td0034te.html
Lenovo V15 82C500R2TXS,7896.52,15.6 İnç,8 GB,Intel Core i5-1035G1,42.0,https://www.epey.com/laptop/lenovo-v15-82c500r2txs.html
HP 250 G7 (14Z83EA),6264.36,15.6 İnç,8 GB,Intel Core i5-1035G7,42.0,https://www.epey.com/laptop/hp-250-g7-14z83ea.html
Asus VivoBook 15 X571GT-BQ103A4,8426.64,15.6 İnç,12 GB,Intel Core i5-9300H,42.0,https://www.epey.com/laptop/asus-vivobook-15-x571gt-bq103a4.html
Dell Latitude 3520 N027L352015EMEA_W,10656.0,15.6 İnç,8 GB,Intel Core i7-1165G7,42.0,https://www.epey.com/laptop/dell-latitude-3520-n027l352015emea-w.html
HP ENVY 13-ah1003nt (4UU35EA),9119.04,13.3 İnç,8 GB,Intel Core i7-8565U,42.0,https://www.epey.com/laptop/hp-envy-13-ah1003nt-4uu35ea.html
Lenovo ThinkPad T490 20N3TKSF56A14,11222.0,14.0 İnç,40 GB,Intel Core i5-8265U,42.0,https://www.epey.com/laptop/lenovo-thinkpad-t490-20n3tksf56a14.html
Lenovo ThinkPad E15 G2 20T80021TX13,8932.92,15.6 İnç,16 GB,AMD Ryzen 5 4500U,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g2-20t80021tx13.html
Lenovo V14 (2) 82KC0009TX,6051.87,14.0 İnç,8 GB,AMD Ryzen 5 5500U,42.0,https://www.epey.com/laptop/lenovo-v14-2-82kc0009tx.html
Dell Latitude 3420 N027L342014EMEA_W,11066.07,14.0 İnç,8 GB,Intel Core i7-1165G7,42.0,https://www.epey.com/laptop/dell-latitude-3420-n027l342014emea-w.html
Dell Vostro 3515-F6270 N3004VN3515EMEA_U08,8033.04,15.6 İnç,16 GB,AMD Ryzen 7 3700U,42.0,https://www.epey.com/laptop/dell-vostro-3515-f6270-n3004vn3515emea-u08.html
Lenovo Thinkpad E14 (2) 20TA0050TX05,14819.99,14.0 İnç,16 GB,Intel Core i7-1165G7,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-2-20ta0050tx05.html
Lenovo ThinkPad E15 20RD0063TX14,9938.04,15.6 İnç,32 GB,Intel Core i5-10210U,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-20rd0063tx14.html
Lenovo ThinkBook 14 (G2) 20VD00D6TX10,7785.36,14.0 İnç,12 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/lenovo-thinkbook-14-g2-20vd00d6tx10.html
Lenovo Thinkpad E14 20RA005DTX07,8938.55,14.0 İnç,16 GB,Intel Core i5-10210U,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-20ra005dtx07.html
Dell Vostro 3515-F6270 N3004VN3515EMEA_U25,11138.04,15.6 İnç,32 GB,AMD Ryzen 7 3700U,42.0,https://www.epey.com/laptop/dell-vostro-3515-f6270-n3004vn3515emea-u25.html
Lenovo ThinkPad E15 20RDS03500A6,12604.42,15.6 İnç,8 GB,Intel Core i7-10510U,42.0,https://www.epey.com/laptop/lenovo-e15-20rds03500a6.html
Lenovo ThinkPad E15 G2 20T80021TX15,7962.0,15.6 İnç,24 GB,AMD Ryzen 5 4500U,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g2-20t80021tx15.html
Huawei MateBook 14 R7 (16GB/512SSD),,14.0 İnç,16 GB,AMD Ryzen 7 4800H,,https://track.adform.net/C/?bn=50429250
Dell Vostro 15 3500 N3003VN3500EMEA01A5,9491.44,15.6 İnç,8 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/dell-vostro-15-3500-n3003vn3500emea01a5.html
Lenovo IdeaPad L3 81Y300P2TX,6695.07,15.6 İnç,8 GB,Intel Core i5-10210U,42.0,https://www.epey.com/laptop/lenovo-ideapad-l3-81y300p2tx.html
Lenovo ThinkPad E15 G2 20T80021TX11,8007.55,15.6 İnç,16 GB,AMD Ryzen 5 4500U,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g2-20t80021tx11.html
Acer Nitro 5 AN515-55-5221,10118.31,15.6 İnç,8 GB,Intel Core i5-10300H,42.0,https://www.epey.com/laptop/acer-nitro-5-an515-55-5221.html
Lenovo ThinkPad T490 20N3TKSF56A12,10192.55,14.0 İnç,40 GB,Intel Core i5-8265U,42.0,https://www.epey.com/laptop/lenovo-thinkpad-t490-20n3tksf56a12.html
Casper Nirvana S500.1021-8750R-G-F,11945.29,15.6 İnç,8 GB,Intel Core i5-10210U,42.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-8750r-g-f.html
Dell Vostro 15 3500 N3008VN3500EMEA01UZ03,10514.04,15.6 İnç,8 GB,Intel Core i7-1165G7,42.0,https://www.epey.com/laptop/dell-vostro-15-3500-n3008vn3500emea01uz03.html
Dell Vostro 15 3500 N3008VN3500EMEA01U02,10229.99,15.6 İnç,8 GB,Intel Core i7-1165G7,42.0,https://www.epey.com/laptop/dell-vostro-15-3500-n3008vn3500emea01u02.html
Dell Latitude 3420 N024L342014EMEA,10852.69,14.0 İnç,8 GB,Intel Core i5-1145G7,42.0,https://www.epey.com/laptop/dell-latitude-3420-n024l342014emea.html
Dell Latitude 3520 N018L352015EMEA,9741.75,15.6 İnç,8 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/dell-latitude-3520-n018l352015emea.html
Lenovo Thinkpad E14 (2) 20T6000VTX02,9268.97,14.0 İnç,8 GB,AMD Ryzen 5 4500U,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-2-20t6000vtx02.html
Casper Nirvana S500.1021-BF50R-G,11791.34,15.6 İnç,16 GB,Intel Core i5-10210U,42.0,https://www.epey.com/laptop/casper-s500-1021-bf50r-g.html
EXA Elite 5TC3 EXAL140I58003,7291.1,14.0 İnç,16 GB,Intel Core i5-10210U,42.0,https://www.epey.com/laptop/exa-elite-5tc3-exal140i58003.html
Lenovo ThinkPad E15 G2 20TD004ATX07,11747.05,15.6 İnç,16 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g2-20td004atx07.html
Dell Latitude 9520 N002L952015EMEA,20474.79,15.0 İnç,8 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/dell-latitude-9520-n002l952015emea.html
Dell Latitude 3520 N015L352019EMEA_U05,9317.53,15.6 İnç,16 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/dell-latitude-3520-n015l352019emea-u05.html
Lenovo Thinkpad E14 20RA005UTX,8593.99,14.0 İnç,16 GB,Intel Core i5-10210U,42.0,https://www.epey.com/laptop/lenovo-e14-20ra005utx.html
Lenovo ThinkPad E15 G2 20T80021TX10,7504.05,15.6 İnç,16 GB,AMD Ryzen 5 4500U,41.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g2-20t80021tx10.html
Acer Nitro 5 AN515-55-57P6,8965.99,15.6 İnç,8 GB,Intel Core i5-10300H,41.0,https://www.epey.com/laptop/acer-nitro-5-an515-55-57p6.html
Dell Vostro 15 3500 N3008VN3500EMEA01UZ02,10136.49,15.6 İnç,8 GB,Intel Core i7-1165G7,41.0,https://www.epey.com/laptop/dell-vostro-15-3500-n3008vn3500emea01uz02.html
Dell Vostro 3400 N4013VN3400EMEA01A4,8609.04,14.0 İnç,8 GB,Intel Core i5-1135G7,41.0,https://www.epey.com/laptop/dell-vostro-3400-n4013vn3400emea01a4.html
Lenovo ThinkPad E15 20RD0063TX10,10021.44,15.6 İnç,16 GB,Intel Core i5-10210U,41.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-20rd0063tx10.html
Lenovo Thinkpad L15 20U7001XTX,7311.52,15.6 İnç,8 GB,AMD Ryzen 5 4500U,41.0,https://www.epey.com/laptop/lenovo-thinkpad-l15-20u7001xtx.html
Acer Nitro 5 AN515-55-57VY,9146.9,15.6 İnç,8 GB,Intel Core i5-10300H,41.0,https://www.epey.com/laptop/acer-nitro-5-an515-55-57vy.html
Casper Nirvana S500.1021-DE50X-G,10693.19,15.6 İnç,32 GB,Intel Core i5-10210U,41.0,https://www.epey.com/laptop/casper-s500-1021-de50x-g.html
HP 250 G8 (27K01EA),6314.7,15.6 İnç,8 GB,Intel Core i5-1035G1,41.0,https://www.epey.com/laptop/hp-250-g8-27k01ea.html
Lenovo Thinkpad E14 20RAS05300,8299.0,14.0 İnç,16 GB,Intel Core i5-10210U,41.0,https://www.epey.com/laptop/lenovo-e14-20ras05300.html
HP EliteBook 850 G7 (1J6E7EA),12302.0,15.6 İnç,8 GB,Intel Core i5-10210U,41.0,https://www.epey.com/laptop/hp-elitebook-850-g7-1j6e7ea.html
HP ProBook 450 G8 (2R9D3EA),9499.0,15.6 İnç,8 GB,Intel Core i5-1135G7,41.0,https://www.epey.com/laptop/hp-probook-450-g8-2r9d3ea.html
Asus X515JF-EJ206A4,7332.24,15.6 İnç,12 GB,Intel Core i5-1035G1,41.0,https://www.epey.com/laptop/asus-x515jf-ej206a4.html
Lenovo ThinkPad E15 G2 20TD004ATX06,11247.05,15.6 İnç,16 GB,Intel Core i5-1135G7,41.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g2-20td004atx06.html
Lenovo Thinkpad E14 (2) 20TA004YTX03,10281.72,14.0 İnç,16 GB,Intel Core i5-1135G7,41.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-2-20ta004ytx03.html
HP 250 G8 (34N99ES05),9064.44,15.6 İnç,16 GB,Intel Core i7-1165G7,41.0,https://www.epey.com/laptop/hp-250-g8-34n99es05.html
HP ProBook 440 G8 (2R9E4EA),10627.55,14.0 İnç,8 GB,Intel Core i5-1135G7,41.0,https://www.epey.com/laptop/hp-probook-440-g8-2r9e4ea.html
Dell Vostro 15 3500 N3003VN3500EMEA01A4,8567.03,15.6 İnç,8 GB,Intel Core i5-1135G7,41.0,https://www.epey.com/laptop/dell-vostro-15-3500-n3003vn3500emea01a4.html
Huawei MateBook 14 R7 (16GB/512SSD),,14.0 İnç,16 GB,AMD Ryzen 7 4800H,,https://track.adform.net/C/?bn=50429250
MSI GF63 Thin 9SCSR-1053XTR,9857.07,15.6 İnç,8 GB,Intel Core i5-9300H,42.0,https://www.epey.com/laptop/msi-gf63-thin-9scsr-1053xtr.html
Lenovo ThinkPad E15 G2 20TD004ATX08,10842.07,15.6 İnç,32 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g2-20td004atx08.html
MSI Modern 14 B11MOL-671XTR,7662.27,14.0 İnç,8 GB,Intel Core i5-1155G7,42.0,https://www.epey.com/laptop/msi-modern-14-b11mol-671xtr.html
Lenovo Thinkpad E14 (2) 20TA004YTX09,10226.99,14.0 İnç,32 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-2-20ta004ytx09.html
HP 250 G8 (34N99ES06),8307.99,15.6 İnç,32 GB,Intel Core i7-1165G7,42.0,https://www.epey.com/laptop/hp-250-g8-34n99es06.html
Lenovo ThinkPad E15 G2 20T8S000AK08,8221.07,15.6 İnç,16 GB,AMD Ryzen 7 4700U,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g2-20t8s000ak08.html
Dell Latitude 5420 N005L542014EMEA_W,12630.46,14.0 İnç,8 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/dell-latitude-5420-n005l542014emea-w.html
Dell Vostro 3400 FB117F85N,10157.0,14.0 İnç,8 GB,Intel Core i7-1165G7,42.0,https://www.epey.com/laptop/dell-vostro-3400-fb117f85n.html
EXA Elite 7TC3 EXAL140I78003,8137.5,14.0 İnç,16 GB,Intel Core i7-10510U,42.0,https://www.epey.com/laptop/exa-elite-7tc1-exal140i78003.html
Lenovo V15 82C500NPTX,7409.02,15.6 İnç,8 GB,Intel Core i5-1035G1,42.0,https://www.epey.com/laptop/lenovo-v15-82c500nptx.html
Asus VivoBook 15 X571GT-BQ103A3,8062.17,15.6 İnç,12 GB,Intel Core i5-9300H,42.0,https://www.epey.com/laptop/asus-vivobook-15-x571gt-bq103a3.html
Lenovo Thinkpad L14 20U5001XTX,6649.05,14.0 İnç,8 GB,AMD Ryzen 5 4500U,42.0,https://www.epey.com/laptop/lenovo-thinkpad-l14-20u5001xtx.html
Lenovo Thinkpad E14 (2) 20TA0050TX04,14249.99,14.0 İnç,16 GB,Intel Core i7-1165G7,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-2-20ta0050tx04.html
Lenovo ThinkPad E15 G2 20T80021TX12,8596.55,15.6 İnç,16 GB,AMD Ryzen 5 4500U,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g2-20t80021tx12.html
Lenovo ThinkBook 14 (G2) 20VD00D6TX09,7459.92,14.0 İnç,12 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/lenovo-thinkbook-14-g2-20vd00d6tx09.html
Dell Vostro 5502 N5104VN5502EMEA01_2105_U07,9267.79,15.6 İnç,32 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/dell-vostro-5502-n5104vn5502emea01-2105-u07.html
Dell Vostro 15 3500 N3008VN3500EMEA01UZ04,11282.04,15.6 İnç,8 GB,Intel Core i7-1165G7,42.0,https://www.epey.com/laptop/dell-vostro-15-3500-n3008vn3500emea01uz04.html
Dell Vostro 15 3500 N3008VN3500EMEA01U03,11142.55,15.6 İnç,8 GB,Intel Core i7-1165G7,42.0,https://www.epey.com/laptop/dell-vostro-15-3500-n3008vn3500emea01u03.html
Lenovo ThinkPad E15 20RD0064TX,12275.01,15.6 İnç,8 GB,Intel Core i7-10510U,42.0,https://www.epey.com/laptop/lenovo-e15-20rd0064tx.html
Lenovo Thinkpad E14 (2) 20TA004YTX13,9842.99,14.0 İnç,16 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-2-20ta004ytx13.html
Dell Latitude 3320 N014L332013EMEA_U,10266.27,13.3 İnç,8 GB,Intel Core i7-1165G7,42.0,https://www.epey.com/laptop/dell-latitude-3320-n014l332013emea-u.html
Lenovo Thinkpad E14 (2) 20TA004YTX08,9785.39,14.0 İnç,32 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-2-20ta004ytx08.html
Lenovo V14 (2) 82KA0025TX13,7551.55,14.0 İnç,12 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/lenovo-v14-2-82ka0025tx13.html
Dell Vostro 5502 N5104VN5502EMEA01_2105_U13,10039.79,15.6 İnç,16 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/dell-vostro-5502-n5104vn5502emea01-2105-u13.html
Casper Excalibur G770.1030-8DH0T,9299.0,15.6 İnç,8 GB,Intel Core i5-10300H,42.0,https://www.epey.com/laptop/casper-excalibur-g770-1030-8dh0t.html
Lenovo ThinkPad T490 20N3TKSF56A13,10648.55,14.0 İnç,40 GB,Intel Core i5-8265U,42.0,https://www.epey.com/laptop/lenovo-thinkpad-t490-20n3tksf56a13.html
MSI Modern 15 A10RBS-459XTR,10928.57,15.6 İnç,8 GB,Intel Core i5-10210U,42.0,https://www.epey.com/laptop/msi-modern-15-a10rbs-459xtr.html
Dell Vostro 5502 N5104VN5502EMEA01_2105_U06,8737.04,15.6 İnç,32 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/dell-vostro-5502-n5104vn5502emea01-2105-u06.html
Dell Latitude 5320 N013L532013EMEA,12414.57,13.3 İnç,8 GB,Intel Core i5-1145G7,42.0,https://www.epey.com/laptop/dell-latitude-5320-n013l532013emea.html
Acer Aspire 7 A715-75G-57D1,9261.52,15.6 İnç,8 GB,Intel Core i5-10300H,42.0,https://www.epey.com/laptop/acer-aspire-7-a715-75g-57d1.html
Casper Nirvana S500.1021-DF50X-G,11360.29,15.6 İnç,32 GB,Intel Core i5-10210U,42.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-df50x-g.html
Asus X515JF-EJ206A5,7975.44,15.6 İnç,12 GB,Intel Core i5-1035G1,42.0,https://www.epey.com/laptop/asus-x515jf-ej206a5.html
Dell XPS 13-7390 FS510WP165N,10648.5,13.3 İnç,16 GB,Intel Core i7-10510U,42.0,https://www.epey.com/laptop/dell-xps-13-7390-fs510wp165n.html
Casper Nirvana S500.1021-DT50R-G,11965.81,15.6 İnç,32 GB,Intel Core i5-10210U,42.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-dt50r-g.html
Dell Latitude 3320 N004L332013EMEA,10154.67,13.3 İnç,8 GB,Intel Core i5-1135G7,42.0,https://www.epey.com/laptop/dell-latitude-3320-n004l332013emea.html
Huawei MateBook 14 R7 (16GB/512SSD),,14.0 İnç,16 GB,AMD Ryzen 7 4800H,,https://track.adform.net/C/?bn=50429250
Dell Vostro 3400 N4006VN3400EMEA0_U11,8786.04,14.0 İnç,8 GB,Intel Core i5-1135G7,41.0,https://www.epey.com/laptop/dell-vostro-3400-n4006vn3400emea0-u11.html
Lenovo V14 (2) 82KA0025TX05,7143.05,14.0 İnç,12 GB,Intel Core i5-1135G7,41.0,https://www.epey.com/laptop/lenovo-v14-2-82ka0025tx05.html
Dell Latitude 3520 N027L352015EMEA_U,9207.0,15.6 İnç,8 GB,Intel Core i7-1165G7,41.0,https://www.epey.com/laptop/dell-latitude-3520-n027l352015emea-u.html
Casper Nirvana S500.1021-8650R-G-F,11226.87,15.6 İnç,8 GB,Intel Core i5-10210U,41.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-8650r-g-f.html
Dell Latitude 3510 N011L351015EMEA04,8177.04,15.6 İnç,16 GB,Intel Core i5-10210U,41.0,https://www.epey.com/laptop/dell-latitude-3510-n011l351015emea04.html
HP ENVY x360 Convertible 13-ar0005nt (3K175EA),9652.4,13.3 İnç,8 GB,AMD Ryzen 7 3700U,41.0,https://www.epey.com/laptop/hp-envy-x360-convertible-13-ar0005nt-3k175ea.html
Lenovo ThinkBook 13s G2 20V90042TX,9423.05,13.3 İnç,8 GB,Intel Core i5-1135G7,41.0,https://www.epey.com/laptop/lenovo-thinkbook-13s-g2-20v90042tx.html
Lenovo Thinkpad E14 (2) 20T6000VTX01,8774.62,14.0 İnç,8 GB,AMD Ryzen 5 4500U,41.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-2-20t6000vtx01.html
Casper Nirvana S500.1021-BE50R-G,11124.23,15.6 İnç,16 GB,Intel Core i5-10210U,41.0,https://www.epey.com/laptop/casper-s500-1021-be50r-g.html
Casper Nirvana S500.1021-A750R-G,12212.13,15.6 İnç,12 GB,Intel Core i5-10210U,41.0,https://www.epey.com/laptop/casper-nirvana-s500-1021-a750r-g.html
HP 14-cf2005nt (9CP83EA),8777.0,14.0 İnç,8 GB,Intel Core i7-10510U,41.0,https://www.epey.com/laptop/hp-14-cf2005nt-9cp83ea.html
Acer TravelMate X5 TMX514,7277.99,14.0 İnç,16 GB,Intel Core i7-8565U,41.0,https://www.epey.com/laptop/acer-travelmate-x5-tmx514-nx-vj7ey-012.html
